ensembl_gene_id	go_id	description	name_1006	namespace_1003	beebase
LOC726134	GO:0016787	carboxylesterase	hydrolase activity	molecular_function	GB47974
LOC726134	GO:0052689	carboxylesterase	carboxylic ester hydrolase activity	molecular_function	GB47974
LOC410753	GO:0003677	TATA-box-binding protein	DNA binding	molecular_function	GB54865
LOC410753	GO:0006352	TATA-box-binding protein	DNA-templated transcription, initiation	biological_process	GB54865
LOC413040	GO:0016021	G-protein coupled receptor 52, transcript variant X3	integral component of membrane	cellular_component	GB54467
LOC413040	GO:0004930	G-protein coupled receptor 52, transcript variant X3	G protein-coupled receptor activity	molecular_function	GB54467
LOC413040	GO:0007186	G-protein coupled receptor 52, transcript variant X3	G protein-coupled receptor signaling pathway	biological_process	GB54467
LOC413040	GO:0016020	G-protein coupled receptor 52, transcript variant X3	membrane	cellular_component	GB54467
LOC409518	GO:0016021	uncharacterized LOC409518, transcript variant X1	integral component of membrane	cellular_component	GB47202
LOC411238	GO:0005634	LIM domain-binding protein 2, transcript variant X5	nucleus	cellular_component	GB52604
LOC411238	GO:0006357	LIM domain-binding protein 2, transcript variant X5	regulation of transcription by RNA polymerase II	biological_process	GB52604
LOC411238	GO:0003712	LIM domain-binding protein 2, transcript variant X5	transcription coregulator activity	molecular_function	GB52604
LOC411238	GO:0030274	LIM domain-binding protein 2, transcript variant X5	LIM domain binding	molecular_function	GB52604
LOC725067	GO:0016021	E3 ubiquitin-protein ligase MARCH8	integral component of membrane	cellular_component	GB42719
LOC725067	GO:0008270	E3 ubiquitin-protein ligase MARCH8	zinc ion binding	molecular_function	GB42719
LOC409912	GO:0035556	regulator of G-protein signaling 7	intracellular signal transduction	biological_process	GB41985
LOC409912	GO:0007186	regulator of G-protein signaling 7	G protein-coupled receptor signaling pathway	biological_process	GB41985
LOC409912	GO:0008277	regulator of G-protein signaling 7	regulation of G protein-coupled receptor signaling pathway	biological_process	GB41985
LOC725064	GO:0016021	vesicular acetylcholine transporter	integral component of membrane	cellular_component	GB16339
LOC725064	GO:0055085	vesicular acetylcholine transporter	transmembrane transport	biological_process	GB16339
LOC725064	GO:0022857	vesicular acetylcholine transporter	transmembrane transporter activity	molecular_function	GB16339
LOC725064	GO:0042908	vesicular acetylcholine transporter	xenobiotic transport	biological_process	GB16339
LOC725064	GO:0042910	vesicular acetylcholine transporter	xenobiotic transmembrane transporter activity	molecular_function	GB16339
LOC552482	GO:0016491	protoporphyrinogen oxidase	oxidoreductase activity	molecular_function	GB43520
LOC552482	GO:0006779	protoporphyrinogen oxidase	porphyrin-containing compound biosynthetic process	biological_process	GB43520
LOC552482	GO:0004729	protoporphyrinogen oxidase	oxygen-dependent protoporphyrinogen oxidase activity	molecular_function	GB43520
LOC725245	GO:0016021	protein eiger, transcript variant X1	integral component of membrane	cellular_component	GB44888
LOC725245	GO:0005615	protein eiger, transcript variant X1	extracellular space	cellular_component	GB44888
LOC725245	GO:0016020	protein eiger, transcript variant X1	membrane	cellular_component	GB44888
LOC725245	GO:0005125	protein eiger, transcript variant X1	cytokine activity	molecular_function	GB44888
LOC725245	GO:0005164	protein eiger, transcript variant X1	tumor necrosis factor receptor binding	molecular_function	GB44888
LOC725245	GO:0006955	protein eiger, transcript variant X1	immune response	biological_process	GB44888
LOC725245	GO:0005515	protein eiger, transcript variant X1	protein binding	molecular_function	GB44888
LOC409217	GO:0035556	guanine nucleotide exchange factor DBS, transcript variant X4	intracellular signal transduction	biological_process	GB42844
LOC409217	GO:0005085	guanine nucleotide exchange factor DBS, transcript variant X4	guanyl-nucleotide exchange factor activity	molecular_function	GB42844
LOC409217	GO:0005515	guanine nucleotide exchange factor DBS, transcript variant X4	protein binding	molecular_function	GB42844
LOC408619	GO:0008270	ubiquitin carboxyl-terminal hydrolase 3, transcript variant X1	zinc ion binding	molecular_function	GB53220
LOC408619	GO:0004843	ubiquitin carboxyl-terminal hydrolase 3, transcript variant X1	thiol-dependent deubiquitinase	molecular_function	GB53220
LOC408619	GO:0006511	ubiquitin carboxyl-terminal hydrolase 3, transcript variant X1	ubiquitin-dependent protein catabolic process	biological_process	GB53220
LOC408619	GO:0016579	ubiquitin carboxyl-terminal hydrolase 3, transcript variant X1	protein deubiquitination	biological_process	GB53220
LOC408619	GO:0036459	ubiquitin carboxyl-terminal hydrolase 3, transcript variant X1	GO_0036459	go	GB53220
LOC552021	GO:0005515	intraflagellar transport protein 80 homolog, transcript variant X1	protein binding	molecular_function	GB49188
LOC412929	GO:0016021	androgen-induced gene 1 protein, transcript variant X1	integral component of membrane	cellular_component	GB53696
LOC102654379	GO:0051560	essential MCU regulator, mitochondrial, transcript variant X1	mitochondrial calcium ion homeostasis	biological_process	
LOC102654379	GO:1990246	essential MCU regulator, mitochondrial, transcript variant X1	uniplex complex	cellular_component	
LOC102654379	GO:0036444	essential MCU regulator, mitochondrial, transcript variant X1	calcium import into the mitochondrion	biological_process	
LOC409178	GO:0005524	ATP-dependent zinc metalloprotease YME1 homolog, transcript variant X2	ATP binding	molecular_function	GB49425
LOC409178	GO:0016021	ATP-dependent zinc metalloprotease YME1 homolog, transcript variant X2	integral component of membrane	cellular_component	GB49425
LOC409178	GO:0016887	ATP-dependent zinc metalloprotease YME1 homolog, transcript variant X2	ATP hydrolysis activity	molecular_function	GB49425
LOC409178	GO:0004222	ATP-dependent zinc metalloprotease YME1 homolog, transcript variant X2	metalloendopeptidase activity	molecular_function	GB49425
LOC409178	GO:0016020	ATP-dependent zinc metalloprotease YME1 homolog, transcript variant X2	membrane	cellular_component	GB49425
LOC409178	GO:0004176	ATP-dependent zinc metalloprotease YME1 homolog, transcript variant X2	ATP-dependent peptidase activity	molecular_function	GB49425
LOC409178	GO:0006508	ATP-dependent zinc metalloprotease YME1 homolog, transcript variant X2	proteolysis	biological_process	GB49425
LOC411465	GO:0003723	probable cleavage and polyadenylation specificity factor subunit 2	RNA binding	molecular_function	GB40901
LOC411465	GO:0006378	probable cleavage and polyadenylation specificity factor subunit 2	mRNA polyadenylation	biological_process	GB40901
LOC411465	GO:0006379	probable cleavage and polyadenylation specificity factor subunit 2	mRNA cleavage	biological_process	GB40901
LOC411465	GO:0005847	probable cleavage and polyadenylation specificity factor subunit 2	mRNA cleavage and polyadenylation specificity factor complex	cellular_component	GB40901
LOC726791	GO:0005515	intraflagellar transport protein 140 homolog	protein binding	molecular_function	GB54158
GeneID_100578402	GO:0016021	odorant receptor 4	integral component of membrane	cellular_component	GB52363
GeneID_100578402	GO:0005549	odorant receptor 4	odorant binding	molecular_function	GB52363
GeneID_100578402	GO:0007165	odorant receptor 4	signal transduction	biological_process	GB52363
GeneID_100578402	GO:0005886	odorant receptor 4	plasma membrane	cellular_component	GB52363
GeneID_100578402	GO:0004984	odorant receptor 4	olfactory receptor activity	molecular_function	GB52363
GeneID_100578402	GO:0016020	odorant receptor 4	membrane	cellular_component	GB52363
GeneID_100578402	GO:0007608	odorant receptor 4	sensory perception of smell	biological_process	GB52363
LOC102656882	GO:0005506	cytochrome P450 9e2-like	iron ion binding	molecular_function	
LOC102656882	GO:0016705	cytochrome P450 9e2-like	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	molecular_function	
LOC102656882	GO:0020037	cytochrome P450 9e2-like	heme binding	molecular_function	
LOC102656882	GO:0004497	cytochrome P450 9e2-like	monooxygenase activity	molecular_function	
LOC100576734	GO:0016021	odorant receptor 13a	integral component of membrane	cellular_component	GB49018
LOC100576734	GO:0005549	odorant receptor 13a	odorant binding	molecular_function	GB49018
LOC100576734	GO:0007165	odorant receptor 13a	signal transduction	biological_process	GB49018
LOC100576734	GO:0005886	odorant receptor 13a	plasma membrane	cellular_component	GB49018
LOC100576734	GO:0004984	odorant receptor 13a	olfactory receptor activity	molecular_function	GB49018
LOC100576734	GO:0016020	odorant receptor 13a	membrane	cellular_component	GB49018
LOC100576734	GO:0007608	odorant receptor 13a	sensory perception of smell	biological_process	GB49018
LOC552567	GO:0005524	DEAD-box helicase Dbp80, transcript variant X2	ATP binding	molecular_function	GB54342
LOC552567	GO:0003676	DEAD-box helicase Dbp80, transcript variant X2	nucleic acid binding	molecular_function	GB54342
LOC552567	GO:0003724	DEAD-box helicase Dbp80, transcript variant X2	RNA helicase activity	molecular_function	GB54342
LOC409922	GO:0004325	ferrochelatase, mitochondrial, transcript variant X2	ferrochelatase activity	molecular_function	GB42312
LOC409922	GO:0006783	ferrochelatase, mitochondrial, transcript variant X2	heme biosynthetic process	biological_process	GB42312
LOC408751	GO:0016021	E3 ubiquitin-protein ligase RNF185, transcript variant X1	integral component of membrane	cellular_component	GB55852
LOC408751	GO:0006511	E3 ubiquitin-protein ligase RNF185, transcript variant X1	ubiquitin-dependent protein catabolic process	biological_process	GB55852
LOC408751	GO:0061630	E3 ubiquitin-protein ligase RNF185, transcript variant X1	ubiquitin protein ligase activity	molecular_function	GB55852
LOC408751	GO:0005783	E3 ubiquitin-protein ligase RNF185, transcript variant X1	endoplasmic reticulum	cellular_component	GB55852
LOC413558	GO:0006355	photoreceptor-specific nuclear receptor, transcript variant X2	regulation of transcription, DNA-templated	biological_process	GB49738
LOC413558	GO:0008270	photoreceptor-specific nuclear receptor, transcript variant X2	zinc ion binding	molecular_function	GB49738
LOC413558	GO:0043565	photoreceptor-specific nuclear receptor, transcript variant X2	sequence-specific DNA binding	molecular_function	GB49738
LOC413558	GO:0003700	photoreceptor-specific nuclear receptor, transcript variant X2	DNA-binding transcription factor activity	molecular_function	GB49738
LOC412550	GO:0046872	E3 ubiquitin-protein ligase RNF34, transcript variant X2	metal ion binding	molecular_function	GB45634
LOC409324	GO:0003824	short-chain-enoyl-CoA hydratase	catalytic activity	molecular_function	GB49643
LOC412308	GO:0003824	flap endonuclease 1	catalytic activity	molecular_function	GB40362
LOC412308	GO:0003677	flap endonuclease 1	DNA binding	molecular_function	GB40362
LOC412308	GO:0005730	flap endonuclease 1	nucleolus	cellular_component	GB40362
LOC412308	GO:0005739	flap endonuclease 1	mitochondrion	cellular_component	GB40362
LOC412308	GO:0000287	flap endonuclease 1	magnesium ion binding	molecular_function	GB40362
LOC412308	GO:0006260	flap endonuclease 1	DNA replication	biological_process	GB40362
LOC412308	GO:0005654	flap endonuclease 1	nucleoplasm	cellular_component	GB40362
LOC412308	GO:0006284	flap endonuclease 1	base-excision repair	biological_process	GB40362
LOC412308	GO:0008409	flap endonuclease 1	5'-3' exonuclease activity	molecular_function	GB40362
LOC412308	GO:0017108	flap endonuclease 1	5'-flap endonuclease activity	molecular_function	GB40362
LOC412308	GO:0043137	flap endonuclease 1	DNA replication, removal of RNA primer	biological_process	GB40362
LOC412308	GO:0016788	flap endonuclease 1	hydrolase activity, acting on ester bonds	molecular_function	GB40362
LOC412308	GO:0004518	flap endonuclease 1	nuclease activity	molecular_function	GB40362
LOC725854	GO:0005840	39S ribosomal protein L37, mitochondrial	ribosome	cellular_component	GB50920
LOC725854	GO:0003735	39S ribosomal protein L37, mitochondrial	structural constituent of ribosome	molecular_function	GB50920
LOC725854	GO:0006412	39S ribosomal protein L37, mitochondrial	translation	biological_process	GB50920
LOC725854	GO:0005739	39S ribosomal protein L37, mitochondrial	mitochondrion	cellular_component	GB50920
LOC725570	GO:0042981	tumor necrosis factor alpha-induced protein 8-like protein, transcript variant X10	regulation of apoptotic process	biological_process	GB52152
LOC410757	GO:0005737	circadian locomoter output cycles protein kaput, transcript variant X1	cytoplasm	cellular_component	GB48028
LOC410757	GO:0005634	circadian locomoter output cycles protein kaput, transcript variant X1	nucleus	cellular_component	GB48028
LOC410757	GO:0006355	circadian locomoter output cycles protein kaput, transcript variant X1	regulation of transcription, DNA-templated	biological_process	GB48028
LOC410757	GO:0003700	circadian locomoter output cycles protein kaput, transcript variant X1	DNA-binding transcription factor activity	molecular_function	GB48028
LOC410757	GO:0046983	circadian locomoter output cycles protein kaput, transcript variant X1	protein dimerization activity	molecular_function	GB48028
LOC410757	GO:0005667	circadian locomoter output cycles protein kaput, transcript variant X1	transcription regulator complex	cellular_component	GB48028
LOC411088	GO:0005737	probable maleylacetoacetate isomerase 2	cytoplasm	cellular_component	GB48672
LOC411088	GO:0003824	probable maleylacetoacetate isomerase 2	catalytic activity	molecular_function	GB48672
LOC411088	GO:0009072	probable maleylacetoacetate isomerase 2	aromatic amino acid family metabolic process	biological_process	GB48672
LOC411088	GO:0006749	probable maleylacetoacetate isomerase 2	glutathione metabolic process	biological_process	GB48672
LOC411088	GO:0005515	probable maleylacetoacetate isomerase 2	protein binding	molecular_function	GB48672
LOC725142	GO:0003723	U6 snRNA-associated Sm-like protein LSm2	RNA binding	molecular_function	GB54280
LOC725142	GO:0000398	U6 snRNA-associated Sm-like protein LSm2	mRNA splicing, via spliceosome	biological_process	GB54280
LOC725142	GO:0046540	U6 snRNA-associated Sm-like protein LSm2	U4/U6 x U5 tri-snRNP complex	cellular_component	GB54280
LOC725142	GO:0005681	U6 snRNA-associated Sm-like protein LSm2	spliceosomal complex	cellular_component	GB54280
LOC725142	GO:0005688	U6 snRNA-associated Sm-like protein LSm2	U6 snRNP	cellular_component	GB54280
LOC725142	GO:0006397	U6 snRNA-associated Sm-like protein LSm2	mRNA processing	biological_process	GB54280
LOC411758	GO:0005524	N-terminal kinase-like protein	ATP binding	molecular_function	GB44682
LOC411758	GO:0004672	N-terminal kinase-like protein	protein kinase activity	molecular_function	GB44682
LOC411758	GO:0006468	N-terminal kinase-like protein	protein phosphorylation	biological_process	GB44682
LOC408749	GO:0061630	ubiquitin-protein ligase E3B, transcript variant X2	ubiquitin protein ligase activity	molecular_function	GB55854
LOC408749	GO:0004842	ubiquitin-protein ligase E3B, transcript variant X2	ubiquitin-protein transferase activity	molecular_function	GB55854
LOC408749	GO:0000209	ubiquitin-protein ligase E3B, transcript variant X2	protein polyubiquitination	biological_process	GB55854
LOC408749	GO:0005515	ubiquitin-protein ligase E3B, transcript variant X2	protein binding	molecular_function	GB55854
LOC409867	GO:0005856	FERM domain-containing protein 8	cytoskeleton	cellular_component	GB44440
LOC727634	GO:0005515	activating molecule in BECN1-regulated autophagy protein 1, transcript variant X4	protein binding	molecular_function	GB41980
LOC551207	GO:0005634	RNA polymerase II subunit A C-terminal domain phosphatase	nucleus	cellular_component	GB51629
LOC551207	GO:0004721	RNA polymerase II subunit A C-terminal domain phosphatase	phosphoprotein phosphatase activity	molecular_function	GB51629
LOC551207	GO:0008420	RNA polymerase II subunit A C-terminal domain phosphatase	RNA polymerase II CTD heptapeptide repeat phosphatase activity	molecular_function	GB51629
LOC551207	GO:0070940	RNA polymerase II subunit A C-terminal domain phosphatase	dephosphorylation of RNA polymerase II C-terminal domain	biological_process	GB51629
LOC727027	GO:0016021	cleft lip and palate transmembrane protein 1 homolog	integral component of membrane	cellular_component	GB53088
LOC727027	GO:0016020	cleft lip and palate transmembrane protein 1 homolog	membrane	cellular_component	GB53088
LOC727346	GO:0016021	ionotropic receptor 21a, transcript variant X2	integral component of membrane	cellular_component	GB15384
LOC727346	GO:0016020	ionotropic receptor 21a, transcript variant X2	membrane	cellular_component	GB15384
LOC727346	GO:0015276	ionotropic receptor 21a, transcript variant X2	ligand-gated ion channel activity	molecular_function	GB15384
LOC100576097	GO:0016020	glutamate receptor U1	membrane	cellular_component	GB50006
LOC100576097	GO:0015276	glutamate receptor U1	ligand-gated ion channel activity	molecular_function	GB50006
LOC100576097	GO:0004970	glutamate receptor U1	ionotropic glutamate receptor activity	molecular_function	GB50006
LOC551219	GO:0006281	DNA polymerase iota	DNA repair	biological_process	GB12093
LOC551219	GO:0003684	DNA polymerase iota	damaged DNA binding	molecular_function	GB12093
LOC107965597	GO:0034551	uncharacterized protein C12orf73 homolog	mitochondrial respiratory chain complex III assembly	biological_process	
LOC410355	GO:0044237	translation initiation factor eIF-2B subunit beta	cellular metabolic process	biological_process	GB55091
LOC411086	GO:0005509	protein jagged-1, transcript variant X3	calcium ion binding	molecular_function	GB48639
LOC411086	GO:0016021	protein jagged-1, transcript variant X3	integral component of membrane	cellular_component	GB48639
LOC411086	GO:0016020	protein jagged-1, transcript variant X3	membrane	cellular_component	GB48639
LOC411086	GO:0007275	protein jagged-1, transcript variant X3	multicellular organism development	biological_process	GB48639
LOC411086	GO:0005112	protein jagged-1, transcript variant X3	Notch binding	molecular_function	GB48639
LOC411086	GO:0007219	protein jagged-1, transcript variant X3	Notch signaling pathway	biological_process	GB48639
LOC411086	GO:0007154	protein jagged-1, transcript variant X3	cell communication	biological_process	GB48639
LOC411086	GO:0005515	protein jagged-1, transcript variant X3	protein binding	molecular_function	GB48639
LOC552816	GO:0016020	vesicular integral-membrane protein VIP36, transcript variant X2	membrane	cellular_component	GB50042
LOC552816	GO:0016021	vesicular integral-membrane protein VIP36, transcript variant X2	integral component of membrane	cellular_component	GB50042
LOC410102	GO:0006355	GATA zinc finger domain-containing protein 1	regulation of transcription, DNA-templated	biological_process	GB48220
LOC410102	GO:0008270	GATA zinc finger domain-containing protein 1	zinc ion binding	molecular_function	GB48220
LOC410102	GO:0043565	GATA zinc finger domain-containing protein 1	sequence-specific DNA binding	molecular_function	GB48220
LOC411630	GO:0005524	ribosomal protein S6 kinase alpha-5, transcript variant X4	ATP binding	molecular_function	GB40565
LOC411630	GO:0035556	ribosomal protein S6 kinase alpha-5, transcript variant X4	intracellular signal transduction	biological_process	GB40565
LOC411630	GO:0000287	ribosomal protein S6 kinase alpha-5, transcript variant X4	magnesium ion binding	molecular_function	GB40565
LOC411630	GO:0004672	ribosomal protein S6 kinase alpha-5, transcript variant X4	protein kinase activity	molecular_function	GB40565
LOC411630	GO:0004674	ribosomal protein S6 kinase alpha-5, transcript variant X4	protein serine/threonine kinase activity	molecular_function	GB40565
LOC411630	GO:0006468	ribosomal protein S6 kinase alpha-5, transcript variant X4	protein phosphorylation	biological_process	GB40565
LOC725345	GO:0005525	ras-like protein family member 10B	GTP binding	molecular_function	GB40731
LOC725345	GO:0003924	ras-like protein family member 10B	GTPase activity	molecular_function	GB40731
LOC725436	GO:0005515	dmX-like protein 2, transcript variant X1	protein binding	molecular_function	GB42374
LOC727015	GO:0005515	RWD domain-containing protein 2A	protein binding	molecular_function	GB41163
LOC725171	GO:0016021	uncharacterized LOC725171	integral component of membrane	cellular_component	GB42017
LOC408554	GO:0005509	neural-cadherin	calcium ion binding	molecular_function	GB45972
LOC408554	GO:0005886	neural-cadherin	plasma membrane	cellular_component	GB45972
LOC408554	GO:0016020	neural-cadherin	membrane	cellular_component	GB45972
LOC408554	GO:0007155	neural-cadherin	cell adhesion	biological_process	GB45972
LOC408554	GO:0007156	neural-cadherin	homophilic cell adhesion via plasma membrane adhesion molecules	biological_process	GB45972
LOC552698	GO:0016192	protein fuzzy homolog	vesicle-mediated transport	biological_process	GB52981
LOC725539	GO:0005975	phosphoacetylglucosamine mutase	carbohydrate metabolic process	biological_process	GB47349
LOC725539	GO:0016868	phosphoacetylglucosamine mutase	intramolecular transferase activity, phosphotransferases	molecular_function	GB47349
LOC725539	GO:0004610	phosphoacetylglucosamine mutase	phosphoacetylglucosamine mutase activity	molecular_function	GB47349
LOC725539	GO:0071704	phosphoacetylglucosamine mutase	organic substance metabolic process	biological_process	GB47349
LOC725864	GO:0003676	zinc finger CCHC domain-containing protein 2, transcript variant X2	nucleic acid binding	molecular_function	GB46144
LOC725864	GO:0008270	zinc finger CCHC domain-containing protein 2, transcript variant X2	zinc ion binding	molecular_function	GB46144
LOC410241	GO:0005525	ras-related protein Rab-10, transcript variant X2	GTP binding	molecular_function	GB42944
LOC410241	GO:0003924	ras-related protein Rab-10, transcript variant X2	GTPase activity	molecular_function	GB42944
GeneID_411321	GO:0016021	neuroligin 4	integral component of membrane	cellular_component	GB42885
GeneID_411321	GO:0016020	neuroligin 4	membrane	cellular_component	GB42885
LOC726121	GO:0005515	golgin subfamily A member 6-like protein 22, transcript variant X3	protein binding	molecular_function	GB50973
LOC725358	GO:0016021	protein YIPF1	integral component of membrane	cellular_component	GB55601
LOC725358	GO:0005794	protein YIPF1	Golgi apparatus	cellular_component	GB55601
LOC725358	GO:0016192	protein YIPF1	vesicle-mediated transport	biological_process	GB55601
LOC725358	GO:0016020	protein YIPF1	membrane	cellular_component	GB55601
LOC725358	GO:0031267	protein YIPF1	small GTPase binding	molecular_function	GB55601
LOC725632	GO:0005634	protein MCM10 homolog	nucleus	cellular_component	GB44325
LOC725632	GO:0006270	protein MCM10 homolog	DNA replication initiation	biological_process	GB44325
LOC725632	GO:0006260	protein MCM10 homolog	DNA replication	biological_process	GB44325
LOC725632	GO:0003697	protein MCM10 homolog	single-stranded DNA binding	molecular_function	GB44325
LOC725632	GO:0003690	protein MCM10 homolog	double-stranded DNA binding	molecular_function	GB44325
LOC552509	GO:0003676	MKI67 FHA domain-interacting nucleolar phosphoprotein-like	nucleic acid binding	molecular_function	GB47965
LOC552509	GO:0003723	MKI67 FHA domain-interacting nucleolar phosphoprotein-like	RNA binding	molecular_function	GB47965
LOC100578356	GO:0042981	apoptotic protease-activating factor 1-like, transcript variant X1	regulation of apoptotic process	biological_process	GB52453
LOC100578356	GO:0043531	apoptotic protease-activating factor 1-like, transcript variant X1	ADP binding	molecular_function	GB52453
LOC100578356	GO:0005515	apoptotic protease-activating factor 1-like, transcript variant X1	protein binding	molecular_function	GB52453
LOC100578356	GO:0009605	apoptotic protease-activating factor 1-like, transcript variant X1	response to external stimulus	biological_process	GB52453
LOC410554	GO:0016874	methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	ligase activity	molecular_function	GB41617
LOC551194	GO:0006751	glutathione hydrolase 7, transcript variant X3	glutathione catabolic process	biological_process	GB54683
LOC551194	GO:0036374	glutathione hydrolase 7, transcript variant X3	glutathione hydrolase activity	molecular_function	GB54683
LOC551676	GO:0009235	methylmalonic aciduria and homocystinuria type D homolog, mitochondrial, transcript variant X5	cobalamin metabolic process	biological_process	GB55303
LOC413002	GO:0016747	uncharacterized LOC413002, transcript variant X2	acyltransferase activity, transferring groups other than amino-acyl groups	molecular_function	GB52600
LOC413002	GO:0008080	uncharacterized LOC413002, transcript variant X2	N-acetyltransferase activity	molecular_function	GB52600
LOC725154	GO:0004252	serine protease snake, transcript variant X3	serine-type endopeptidase activity	molecular_function	GB55007
LOC725154	GO:0006508	serine protease snake, transcript variant X3	proteolysis	biological_process	GB55007
LOC411917	GO:0070403	NAD-dependent protein deacetylase sirtuin-1, transcript variant X2	NAD+ binding	molecular_function	GB53035
LOC409838	GO:0016779	poly(A) RNA polymerase gld-2 homolog A, transcript variant X3	nucleotidyltransferase activity	molecular_function	GB45270
LOC724125	GO:0006412	28S ribosomal protein S7, mitochondrial, transcript variant X1	translation	biological_process	GB49948
LOC724125	GO:0005840	28S ribosomal protein S7, mitochondrial, transcript variant X1	ribosome	cellular_component	GB49948
LOC724125	GO:0003735	28S ribosomal protein S7, mitochondrial, transcript variant X1	structural constituent of ribosome	molecular_function	GB49948
LOC724125	GO:0003723	28S ribosomal protein S7, mitochondrial, transcript variant X1	RNA binding	molecular_function	GB49948
LOC413560	GO:0005576	uncharacterized LOC413560, transcript variant X1	extracellular region	cellular_component	GB49734
LOC413560	GO:0008061	uncharacterized LOC413560, transcript variant X1	chitin binding	molecular_function	GB49734
LOC413190	GO:0005524	calcium-dependent protein kinase 4	ATP binding	molecular_function	GB48539
LOC413190	GO:0004672	calcium-dependent protein kinase 4	protein kinase activity	molecular_function	GB48539
LOC413190	GO:0006468	calcium-dependent protein kinase 4	protein phosphorylation	biological_process	GB48539
LOC412515	GO:0016788	phospholipase B1, membrane-associated, transcript variant X3	hydrolase activity, acting on ester bonds	molecular_function	GB48511
LOC412515	GO:0004620	phospholipase B1, membrane-associated, transcript variant X3	phospholipase activity	molecular_function	GB48511
LOC408395	GO:0016787	venom carboxylesterase-6-like, transcript variant X2	hydrolase activity	molecular_function	GB52052
LOC725379	GO:0016021	uncharacterized protein C3orf18 homolog, transcript variant X3	integral component of membrane	cellular_component	GB54685
LOC552002	GO:0016021	uncharacterized LOC552002, transcript variant X1	integral component of membrane	cellular_component	GB49927
LOC411272	GO:0000062	putative acyl-CoA-binding protein	fatty-acyl-CoA binding	molecular_function	GB41818
LOC725241	GO:0016020	uncharacterized LOC725241, transcript variant X2	membrane	cellular_component	GB54246
LOC725241	GO:0004252	uncharacterized LOC725241, transcript variant X2	serine-type endopeptidase activity	molecular_function	GB54246
LOC725241	GO:0006508	uncharacterized LOC725241, transcript variant X2	proteolysis	biological_process	GB54246
LOC725241	GO:0005044	uncharacterized LOC725241, transcript variant X2	scavenger receptor activity	molecular_function	GB54246
LOC725241	GO:0005515	uncharacterized LOC725241, transcript variant X2	protein binding	molecular_function	GB54246
LOC100578031	GO:0005515	BTB/POZ domain-containing protein 6-B, transcript variant X2	protein binding	molecular_function	GB42172
LOC406097	GO:0016020	integrin beta-PS, transcript variant X1	membrane	cellular_component	GB47201
LOC406097	GO:0016021	integrin beta-PS, transcript variant X1	integral component of membrane	cellular_component	GB47201
LOC406097	GO:0007155	integrin beta-PS, transcript variant X1	cell adhesion	biological_process	GB47201
LOC406097	GO:0007229	integrin beta-PS, transcript variant X1	integrin-mediated signaling pathway	biological_process	GB47201
LOC410386	GO:0005509	tolloid-like protein 1, transcript variant X1	calcium ion binding	molecular_function	GB52106
LOC410386	GO:0008270	tolloid-like protein 1, transcript variant X1	zinc ion binding	molecular_function	GB52106
LOC410386	GO:0008237	tolloid-like protein 1, transcript variant X1	metallopeptidase activity	molecular_function	GB52106
LOC410386	GO:0004222	tolloid-like protein 1, transcript variant X1	metalloendopeptidase activity	molecular_function	GB52106
LOC410386	GO:0006508	tolloid-like protein 1, transcript variant X1	proteolysis	biological_process	GB52106
LOC411661	GO:0016021	solute carrier family 12 member 9, transcript variant X1	integral component of membrane	cellular_component	GB43736
LOC411661	GO:0055085	solute carrier family 12 member 9, transcript variant X1	transmembrane transport	biological_process	GB43736
LOC411661	GO:0022857	solute carrier family 12 member 9, transcript variant X1	transmembrane transporter activity	molecular_function	GB43736
LOC411661	GO:0016020	solute carrier family 12 member 9, transcript variant X1	membrane	cellular_component	GB43736
LOC411661	GO:0006811	solute carrier family 12 member 9, transcript variant X1	ion transport	biological_process	GB43736
LOC411661	GO:0015377	solute carrier family 12 member 9, transcript variant X1	cation:chloride symporter activity	molecular_function	GB43736
LOC409340	GO:0003684	UV excision repair protein RAD23 homolog B, transcript variant X1	damaged DNA binding	molecular_function	GB41030
LOC409340	GO:0006289	UV excision repair protein RAD23 homolog B, transcript variant X1	nucleotide-excision repair	biological_process	GB41030
LOC409340	GO:0043161	UV excision repair protein RAD23 homolog B, transcript variant X1	proteasome-mediated ubiquitin-dependent protein catabolic process	biological_process	GB41030
LOC409340	GO:0005515	UV excision repair protein RAD23 homolog B, transcript variant X1	protein binding	molecular_function	GB41030
LOC409340	GO:0042025	UV excision repair protein RAD23 homolog B, transcript variant X1	host cell nucleus	cellular_component	GB41030
LOC409340	GO:0005829	UV excision repair protein RAD23 homolog B, transcript variant X1	cytosol	cellular_component	GB41030
LOC409340	GO:0005654	UV excision repair protein RAD23 homolog B, transcript variant X1	nucleoplasm	cellular_component	GB41030
LOC409340	GO:0031593	UV excision repair protein RAD23 homolog B, transcript variant X1	polyubiquitin modification-dependent protein binding	molecular_function	GB41030
LOC409340	GO:0043130	UV excision repair protein RAD23 homolog B, transcript variant X1	ubiquitin binding	molecular_function	GB41030
LOC410520	GO:0016491	uncharacterized oxidoreductase YjmC	oxidoreductase activity	molecular_function	GB52700
GeneID_406077	GO:0005634	homeotic protein antennapedia	nucleus	cellular_component	GB51292
GeneID_406077	GO:0003677	homeotic protein antennapedia	DNA binding	molecular_function	GB51292
